Date,Day_of_Week,LineName,Route_Type,VehicleJourneyCode,Origin,Destination,Scheduled_Departure,Hour_of_Day,Actual_Delay_Minutes
2025-02-25,Tuesday,10,Commuter Express,VJ_L10_10_056,Station 10_A,Terminal 10_B,14:50:00,14,3
2025-02-25,Tuesday,10,Commuter Express,VJ_L10_11_056,Station 10_A,Terminal 10_B,15:20:00,15,3
2025-02-25,Tuesday,86,Student Link,VJ_L86_0_056,Station 86_A,Terminal 86_B,09:50:00,9,17
2025-02-25,Tuesday,86,Student Link,VJ_L86_1_056,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-02-25,Tuesday,86,Student Link,VJ_L86_2_056,Station 86_A,Terminal 86_B,10:50:00,10,46
2025-02-25,Tuesday,86,Student Link,VJ_L86_3_056,Station 86_A,Terminal 86_B,11:20:00,11,0
2025-02-25,Tuesday,86,Student Link,VJ_L86_4_056,Station 86_A,Terminal 86_B,11:50:00,11,0
2025-02-25,Tuesday,86,Student Link,VJ_L86_5_056,Station 86_A,Terminal 86_B,12:20:00,12,1
2025-02-25,Tuesday,86,Student Link,VJ_L86_6_056,Station 86_A,Terminal 86_B,12:50:00,12,3
2025-02-25,Tuesday,86,Student Link,VJ_L86_7_056,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-02-25,Tuesday,86,Student Link,VJ_L86_8_056,Station 86_A,Terminal 86_B,13:50:00,13,3
2025-02-25,Tuesday,86,Student Link,VJ_L86_9_056,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-02-25,Tuesday,86,Student Link,VJ_L86_10_056,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-02-25,Tuesday,86,Student Link,VJ_L86_11_056,Station 86_A,Terminal 86_B,15:20:00,15,0
2025-02-26,Wednesday,25,City Tour,VJ_L25_0_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,14
2025-02-26,Wednesday,25,City Tour,VJ_L25_1_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-02-26,Wednesday,25,City Tour,VJ_L25_2_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-02-26,Wednesday,25,City Tour,VJ_L25_3_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,1
2025-02-26,Wednesday,25,City Tour,VJ_L25_4_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-02-26,Wednesday,25,City Tour,VJ_L25_5_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,0
2025-02-26,Wednesday,25,City Tour,VJ_L25_6_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-02-26,Wednesday,25,City Tour,VJ_L25_7_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-02-26,Wednesday,25,City Tour,VJ_L25_8_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,3
2025-02-26,Wednesday,25,City Tour,VJ_L25_9_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,0
2025-02-26,Wednesday,25,City Tour,VJ_L25_10_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-02-26,Wednesday,25,City Tour,VJ_L25_11_057,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_0_057,Station 10_A,Terminal 10_B,09:50:00,9,23
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_1_057,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_2_057,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_3_057,Station 10_A,Terminal 10_B,11:20:00,11,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_4_057,Station 10_A,Terminal 10_B,11:50:00,11,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_5_057,Station 10_A,Terminal 10_B,12:20:00,12,0
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_6_057,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_7_057,Station 10_A,Terminal 10_B,13:20:00,13,3
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_8_057,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_9_057,Station 10_A,Terminal 10_B,14:20:00,14,3
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_10_057,Station 10_A,Terminal 10_B,14:50:00,14,3
2025-02-26,Wednesday,10,Commuter Express,VJ_L10_11_057,Station 10_A,Terminal 10_B,15:20:00,15,2
2025-02-26,Wednesday,86,Student Link,VJ_L86_0_057,Station 86_A,Terminal 86_B,09:50:00,9,17
2025-02-26,Wednesday,86,Student Link,VJ_L86_1_057,Station 86_A,Terminal 86_B,10:20:00,10,0
2025-02-26,Wednesday,86,Student Link,VJ_L86_2_057,Station 86_A,Terminal 86_B,10:50:00,10,0
2025-02-26,Wednesday,86,Student Link,VJ_L86_3_057,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-02-26,Wednesday,86,Student Link,VJ_L86_4_057,Station 86_A,Terminal 86_B,11:50:00,11,3
2025-02-26,Wednesday,86,Student Link,VJ_L86_5_057,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-02-26,Wednesday,86,Student Link,VJ_L86_6_057,Station 86_A,Terminal 86_B,12:50:00,12,1
2025-02-26,Wednesday,86,Student Link,VJ_L86_7_057,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-02-26,Wednesday,86,Student Link,VJ_L86_8_057,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-02-26,Wednesday,86,Student Link,VJ_L86_9_057,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-02-26,Wednesday,86,Student Link,VJ_L86_10_057,Station 86_A,Terminal 86_B,14:50:00,14,2
2025-02-26,Wednesday,86,Student Link,VJ_L86_11_057,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-02-27,Thursday,25,City Tour,VJ_L25_0_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,15
2025-02-27,Thursday,25,City Tour,VJ_L25_1_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,1
2025-02-27,Thursday,25,City Tour,VJ_L25_2_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,3
2025-02-27,Thursday,25,City Tour,VJ_L25_3_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,1
2025-02-27,Thursday,25,City Tour,VJ_L25_4_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-02-27,Thursday,25,City Tour,VJ_L25_5_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,0
2025-02-27,Thursday,25,City Tour,VJ_L25_6_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-02-27,Thursday,25,City Tour,VJ_L25_7_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-02-27,Thursday,25,City Tour,VJ_L25_8_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,0
2025-02-27,Thursday,25,City Tour,VJ_L25_9_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,1
2025-02-27,Thursday,25,City Tour,VJ_L25_10_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,1
2025-02-27,Thursday,25,City Tour,VJ_L25_11_058,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_0_058,Station 10_A,Terminal 10_B,09:50:00,9,26
2025-02-27,Thursday,10,Commuter Express,VJ_L10_1_058,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_2_058,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-02-27,Thursday,10,Commuter Express,VJ_L10_3_058,Station 10_A,Terminal 10_B,11:20:00,11,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_4_058,Station 10_A,Terminal 10_B,11:50:00,11,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_5_058,Station 10_A,Terminal 10_B,12:20:00,12,3
2025-02-27,Thursday,10,Commuter Express,VJ_L10_6_058,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_7_058,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-02-27,Thursday,10,Commuter Express,VJ_L10_8_058,Station 10_A,Terminal 10_B,13:50:00,13,3
2025-02-27,Thursday,10,Commuter Express,VJ_L10_9_058,Station 10_A,Terminal 10_B,14:20:00,14,3
2025-02-27,Thursday,10,Commuter Express,VJ_L10_10_058,Station 10_A,Terminal 10_B,14:50:00,14,2
2025-02-27,Thursday,10,Commuter Express,VJ_L10_11_058,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-02-27,Thursday,86,Student Link,VJ_L86_0_058,Station 86_A,Terminal 86_B,09:50:00,9,19
2025-02-27,Thursday,86,Student Link,VJ_L86_1_058,Station 86_A,Terminal 86_B,10:20:00,10,0
2025-02-27,Thursday,86,Student Link,VJ_L86_2_058,Station 86_A,Terminal 86_B,10:50:00,10,0
2025-02-27,Thursday,86,Student Link,VJ_L86_3_058,Station 86_A,Terminal 86_B,11:20:00,11,3
2025-02-27,Thursday,86,Student Link,VJ_L86_4_058,Station 86_A,Terminal 86_B,11:50:00,11,1
2025-02-27,Thursday,86,Student Link,VJ_L86_5_058,Station 86_A,Terminal 86_B,12:20:00,12,0
2025-02-27,Thursday,86,Student Link,VJ_L86_6_058,Station 86_A,Terminal 86_B,12:50:00,12,1
2025-02-27,Thursday,86,Student Link,VJ_L86_7_058,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-02-27,Thursday,86,Student Link,VJ_L86_8_058,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-02-27,Thursday,86,Student Link,VJ_L86_9_058,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-02-27,Thursday,86,Student Link,VJ_L86_10_058,Station 86_A,Terminal 86_B,14:50:00,14,0
2025-02-27,Thursday,86,Student Link,VJ_L86_11_058,Station 86_A,Terminal 86_B,15:20:00,15,2
2025-02-28,Friday,25,City Tour,VJ_L25_0_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,7
2025-02-28,Friday,25,City Tour,VJ_L25_1_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,1
2025-02-28,Friday,25,City Tour,VJ_L25_2_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,3
2025-02-28,Friday,25,City Tour,VJ_L25_3_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,0
2025-02-28,Friday,25,City Tour,VJ_L25_4_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-02-28,Friday,25,City Tour,VJ_L25_5_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-02-28,Friday,25,City Tour,VJ_L25_6_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-02-28,Friday,25,City Tour,VJ_L25_7_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,2
2025-02-28,Friday,25,City Tour,VJ_L25_8_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,1
2025-02-28,Friday,25,City Tour,VJ_L25_9_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,0
2025-02-28,Friday,25,City Tour,VJ_L25_10_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,0
2025-02-28,Friday,25,City Tour,VJ_L25_11_059,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-02-28,Friday,10,Commuter Express,VJ_L10_0_059,Station 10_A,Terminal 10_B,09:50:00,9,24
2025-02-28,Friday,10,Commuter Express,VJ_L10_1_059,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-02-28,Friday,10,Commuter Express,VJ_L10_2_059,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-02-28,Friday,10,Commuter Express,VJ_L10_3_059,Station 10_A,Terminal 10_B,11:20:00,11,0
2025-02-28,Friday,10,Commuter Express,VJ_L10_4_059,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-02-28,Friday,10,Commuter Express,VJ_L10_5_059,Station 10_A,Terminal 10_B,12:20:00,12,28
2025-02-28,Friday,10,Commuter Express,VJ_L10_6_059,Station 10_A,Terminal 10_B,12:50:00,12,44
2025-02-28,Friday,10,Commuter Express,VJ_L10_7_059,Station 10_A,Terminal 10_B,13:20:00,13,1
2025-02-28,Friday,10,Commuter Express,VJ_L10_8_059,Station 10_A,Terminal 10_B,13:50:00,13,19
2025-02-28,Friday,10,Commuter Express,VJ_L10_9_059,Station 10_A,Terminal 10_B,14:20:00,14,3
2025-02-28,Friday,10,Commuter Express,VJ_L10_10_059,Station 10_A,Terminal 10_B,14:50:00,14,44
2025-02-28,Friday,10,Commuter Express,VJ_L10_11_059,Station 10_A,Terminal 10_B,15:20:00,15,1
2025-02-28,Friday,86,Student Link,VJ_L86_0_059,Station 86_A,Terminal 86_B,09:50:00,9,18
2025-02-28,Friday,86,Student Link,VJ_L86_1_059,Station 86_A,Terminal 86_B,10:20:00,10,3
2025-02-28,Friday,86,Student Link,VJ_L86_2_059,Station 86_A,Terminal 86_B,10:50:00,10,3
2025-02-28,Friday,86,Student Link,VJ_L86_3_059,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-02-28,Friday,86,Student Link,VJ_L86_4_059,Station 86_A,Terminal 86_B,11:50:00,11,1
2025-02-28,Friday,86,Student Link,VJ_L86_5_059,Station 86_A,Terminal 86_B,12:20:00,12,0
2025-02-28,Friday,86,Student Link,VJ_L86_6_059,Station 86_A,Terminal 86_B,12:50:00,12,3
2025-02-28,Friday,86,Student Link,VJ_L86_7_059,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-02-28,Friday,86,Student Link,VJ_L86_8_059,Station 86_A,Terminal 86_B,13:50:00,13,23
2025-02-28,Friday,86,Student Link,VJ_L86_9_059,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-02-28,Friday,86,Student Link,VJ_L86_10_059,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-02-28,Friday,86,Student Link,VJ_L86_11_059,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-03-01,Saturday,25,City Tour,VJ_L25_12_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,10
2025-03-01,Saturday,25,City Tour,VJ_L25_13_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,2
2025-03-01,Saturday,25,City Tour,VJ_L25_14_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,1
2025-03-01,Saturday,25,City Tour,VJ_L25_15_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,3
2025-03-01,Saturday,25,City Tour,VJ_L25_16_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,2
2025-03-01,Saturday,25,City Tour,VJ_L25_17_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-03-01,Saturday,25,City Tour,VJ_L25_18_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,3
2025-03-01,Saturday,25,City Tour,VJ_L25_19_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-03-01,Saturday,25,City Tour,VJ_L25_20_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,0
2025-03-01,Saturday,25,City Tour,VJ_L25_21_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,0
2025-03-01,Saturday,25,City Tour,VJ_L25_22_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-03-01,Saturday,25,City Tour,VJ_L25_23_060,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,0
2025-03-01,Saturday,10,Commuter Express,VJ_L10_12_060,Station 10_A,Terminal 10_B,09:50:00,9,24
2025-03-01,Saturday,10,Commuter Express,VJ_L10_13_060,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-03-01,Saturday,10,Commuter Express,VJ_L10_14_060,Station 10_A,Terminal 10_B,10:50:00,10,3
2025-03-01,Saturday,10,Commuter Express,VJ_L10_15_060,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-03-01,Saturday,10,Commuter Express,VJ_L10_16_060,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-03-01,Saturday,10,Commuter Express,VJ_L10_17_060,Station 10_A,Terminal 10_B,12:20:00,12,0
2025-03-01,Saturday,10,Commuter Express,VJ_L10_18_060,Station 10_A,Terminal 10_B,12:50:00,12,0
2025-03-01,Saturday,10,Commuter Express,VJ_L10_19_060,Station 10_A,Terminal 10_B,13:20:00,13,2
2025-03-01,Saturday,10,Commuter Express,VJ_L10_20_060,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-03-01,Saturday,10,Commuter Express,VJ_L10_21_060,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-03-01,Saturday,10,Commuter Express,VJ_L10_22_060,Station 10_A,Terminal 10_B,14:50:00,14,0
2025-03-01,Saturday,10,Commuter Express,VJ_L10_23_060,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-03-01,Saturday,86,Student Link,VJ_L86_12_060,Station 86_A,Terminal 86_B,09:50:00,9,12
2025-03-01,Saturday,86,Student Link,VJ_L86_13_060,Station 86_A,Terminal 86_B,10:20:00,10,3
2025-03-01,Saturday,86,Student Link,VJ_L86_14_060,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-03-01,Saturday,86,Student Link,VJ_L86_15_060,Station 86_A,Terminal 86_B,11:20:00,11,2
2025-03-01,Saturday,86,Student Link,VJ_L86_16_060,Station 86_A,Terminal 86_B,11:50:00,11,1
2025-03-01,Saturday,86,Student Link,VJ_L86_17_060,Station 86_A,Terminal 86_B,12:20:00,12,3
2025-03-01,Saturday,86,Student Link,VJ_L86_18_060,Station 86_A,Terminal 86_B,12:50:00,12,1
2025-03-01,Saturday,86,Student Link,VJ_L86_19_060,Station 86_A,Terminal 86_B,13:20:00,13,3
2025-03-01,Saturday,86,Student Link,VJ_L86_20_060,Station 86_A,Terminal 86_B,13:50:00,13,3
2025-03-01,Saturday,86,Student Link,VJ_L86_21_060,Station 86_A,Terminal 86_B,14:20:00,14,3
2025-03-01,Saturday,86,Student Link,VJ_L86_22_060,Station 86_A,Terminal 86_B,14:50:00,14,2
2025-03-01,Saturday,86,Student Link,VJ_L86_23_060,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-03-02,Sunday,25,City Tour,VJ_L25_24_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,6
2025-03-02,Sunday,25,City Tour,VJ_L25_25_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,2
2025-03-02,Sunday,25,City Tour,VJ_L25_26_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,3
2025-03-02,Sunday,25,City Tour,VJ_L25_27_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-03-02,Sunday,25,City Tour,VJ_L25_28_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,0
2025-03-02,Sunday,25,City Tour,VJ_L25_29_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-03-02,Sunday,25,City Tour,VJ_L25_30_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,3
2025-03-02,Sunday,25,City Tour,VJ_L25_31_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,2
2025-03-02,Sunday,25,City Tour,VJ_L25_32_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,3
2025-03-02,Sunday,25,City Tour,VJ_L25_33_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,47
2025-03-02,Sunday,25,City Tour,VJ_L25_34_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-03-02,Sunday,25,City Tour,VJ_L25_35_061,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-03-02,Sunday,10,Commuter Express,VJ_L10_24_061,Station 10_A,Terminal 10_B,09:50:00,9,11
2025-03-02,Sunday,10,Commuter Express,VJ_L10_25_061,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-03-02,Sunday,10,Commuter Express,VJ_L10_26_061,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-03-02,Sunday,10,Commuter Express,VJ_L10_27_061,Station 10_A,Terminal 10_B,11:20:00,11,2
2025-03-02,Sunday,10,Commuter Express,VJ_L10_28_061,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-03-02,Sunday,10,Commuter Express,VJ_L10_29_061,Station 10_A,Terminal 10_B,12:20:00,12,1
2025-03-02,Sunday,10,Commuter Express,VJ_L10_30_061,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-03-02,Sunday,10,Commuter Express,VJ_L10_31_061,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-03-02,Sunday,10,Commuter Express,VJ_L10_32_061,Station 10_A,Terminal 10_B,13:50:00,13,3
2025-03-02,Sunday,10,Commuter Express,VJ_L10_33_061,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-03-02,Sunday,10,Commuter Express,VJ_L10_34_061,Station 10_A,Terminal 10_B,14:50:00,14,3
2025-03-02,Sunday,10,Commuter Express,VJ_L10_35_061,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-03-02,Sunday,86,Student Link,VJ_L86_24_061,Station 86_A,Terminal 86_B,09:50:00,9,22
2025-03-02,Sunday,86,Student Link,VJ_L86_25_061,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-03-02,Sunday,86,Student Link,VJ_L86_26_061,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-03-02,Sunday,86,Student Link,VJ_L86_27_061,Station 86_A,Terminal 86_B,11:20:00,11,0
2025-03-02,Sunday,86,Student Link,VJ_L86_28_061,Station 86_A,Terminal 86_B,11:50:00,11,1
2025-03-02,Sunday,86,Student Link,VJ_L86_29_061,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-03-02,Sunday,86,Student Link,VJ_L86_30_061,Station 86_A,Terminal 86_B,12:50:00,12,2
2025-03-02,Sunday,86,Student Link,VJ_L86_31_061,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-03-02,Sunday,86,Student Link,VJ_L86_32_061,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-03-02,Sunday,86,Student Link,VJ_L86_33_061,Station 86_A,Terminal 86_B,14:20:00,14,0
2025-03-02,Sunday,86,Student Link,VJ_L86_34_061,Station 86_A,Terminal 86_B,14:50:00,14,2
2025-03-02,Sunday,86,Student Link,VJ_L86_35_061,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-03-03,Monday,25,City Tour,VJ_L25_0_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,8
2025-03-03,Monday,25,City Tour,VJ_L25_1_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,2
2025-03-03,Monday,25,City Tour,VJ_L25_2_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-03-03,Monday,25,City Tour,VJ_L25_3_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,3
2025-03-03,Monday,25,City Tour,VJ_L25_4_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-03-03,Monday,25,City Tour,VJ_L25_5_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-03-03,Monday,25,City Tour,VJ_L25_6_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-03-03,Monday,25,City Tour,VJ_L25_7_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,2
2025-03-03,Monday,25,City Tour,VJ_L25_8_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-03-03,Monday,25,City Tour,VJ_L25_9_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-03-03,Monday,25,City Tour,VJ_L25_10_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-03-03,Monday,25,City Tour,VJ_L25_11_062,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-03-03,Monday,10,Commuter Express,VJ_L10_0_062,Station 10_A,Terminal 10_B,09:50:00,9,13
2025-03-03,Monday,10,Commuter Express,VJ_L10_1_062,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-03-03,Monday,10,Commuter Express,VJ_L10_2_062,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-03-03,Monday,10,Commuter Express,VJ_L10_3_062,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-03-03,Monday,10,Commuter Express,VJ_L10_4_062,Station 10_A,Terminal 10_B,11:50:00,11,2
2025-03-03,Monday,10,Commuter Express,VJ_L10_5_062,Station 10_A,Terminal 10_B,12:20:00,12,3
2025-03-03,Monday,10,Commuter Express,VJ_L10_6_062,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-03-03,Monday,10,Commuter Express,VJ_L10_7_062,Station 10_A,Terminal 10_B,13:20:00,13,3
2025-03-03,Monday,10,Commuter Express,VJ_L10_8_062,Station 10_A,Terminal 10_B,13:50:00,13,0
2025-03-03,Monday,10,Commuter Express,VJ_L10_9_062,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-03-03,Monday,10,Commuter Express,VJ_L10_10_062,Station 10_A,Terminal 10_B,14:50:00,14,0
2025-03-03,Monday,10,Commuter Express,VJ_L10_11_062,Station 10_A,Terminal 10_B,15:20:00,15,2
2025-03-03,Monday,86,Student Link,VJ_L86_0_062,Station 86_A,Terminal 86_B,09:50:00,9,19
2025-03-03,Monday,86,Student Link,VJ_L86_1_062,Station 86_A,Terminal 86_B,10:20:00,10,1
2025-03-03,Monday,86,Student Link,VJ_L86_2_062,Station 86_A,Terminal 86_B,10:50:00,10,0
2025-03-03,Monday,86,Student Link,VJ_L86_3_062,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-03-03,Monday,86,Student Link,VJ_L86_4_062,Station 86_A,Terminal 86_B,11:50:00,11,1
2025-03-03,Monday,86,Student Link,VJ_L86_5_062,Station 86_A,Terminal 86_B,12:20:00,12,3
2025-03-03,Monday,86,Student Link,VJ_L86_6_062,Station 86_A,Terminal 86_B,12:50:00,12,0
2025-03-03,Monday,86,Student Link,VJ_L86_7_062,Station 86_A,Terminal 86_B,13:20:00,13,3
2025-03-03,Monday,86,Student Link,VJ_L86_8_062,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-03-03,Monday,86,Student Link,VJ_L86_9_062,Station 86_A,Terminal 86_B,14:20:00,14,1
2025-03-03,Monday,86,Student Link,VJ_L86_10_062,Station 86_A,Terminal 86_B,14:50:00,14,1
2025-03-03,Monday,86,Student Link,VJ_L86_11_062,Station 86_A,Terminal 86_B,15:20:00,15,1
